timestamp,pos_x,pos_y,pos_z,roll,pitch,yaw,imu_pos_x,imu_pos_y,imu_pos_z,vel_x,vel_y,vel_z,uncertainty_x,uncertainty_y,uncertainty_z
11.685906,-9.679903,-44.768996,0.182867,0.000414,0.000000,0.596741,0.383771,0.003993,0.759636,274.463871,1221.081675,15.983037,0.121106,0.121106,0.121106
11.735906,-4.579142,-22.057597,0.482974,0.003070,-0.000000,0.596741,4.035130,16.285003,0.979593,274.300645,1221.079972,15.934530,0.099579,0.099579,0.099579
11.785906,-0.470197,-3.743112,0.723916,-0.000568,0.000001,0.596742,9.127644,38.996315,1.277362,274.135719,1221.078230,15.887756,0.092433,0.092433,0.092433
11.835906,2.501228,9.520563,0.897853,0.000380,0.000001,0.596740,13.228451,57.310715,1.516081,273.972963,1221.076540,15.843309,0.089863,0.089863,0.089863
11.885906,4.517412,18.540586,1.015658,-0.000903,0.000001,0.596741,16.191612,70.574304,1.687918,273.807664,1221.074815,15.801299,0.088918,0.088918,0.088918
11.935906,5.829380,24.431380,1.092075,-0.000458,0.000000,0.596740,18.199383,79.594240,1.803737,273.639416,1221.073070,15.761587,0.088568,0.088568,0.088568
11.985906,6.659291,28.180019,1.140118,-0.002343,-0.000001,0.596740,19.502767,85.484944,1.878269,273.467734,1221.071285,15.723872,0.088438,0.088438,0.088438
12.035906,7.174027,30.526710,1.169541,-0.000727,-0.000001,0.596741,20.324505,89.233499,1.924511,273.304284,1221.069601,15.687861,0.088390,0.088390,0.088390
12.085906,7.488046,31.980805,1.187061,0.003173,-0.000001,0.596740,20.830952,91.580104,1.952204,273.138493,1221.067880,15.653258,0.088372,0.088372,0.088372
12.135906,7.676179,32.876112,1.197089,0.001862,0.000001,0.596741,21.136282,93.034107,1.968049,272.964734,1221.066045,15.619772,0.088365,0.088365,0.088365
12.235906,7.787307,33.425215,1.202735,-0.000902,-0.016537,0.593003,21.316645,93.929362,1.976704,272.809330,1221.065019,15.592312,0.088363,0.088363,0.088363
12.285906,7.864555,33.761129,1.207746,-0.019024,-0.036956,0.549116,21.430869,94.478509,1.984913,272.871235,1221.065887,15.643562,0.088362,0.088362,0.088362
12.335906,7.929759,33.966058,1.213140,-0.017970,-0.007768,0.519525,21.514522,94.814220,1.993848,272.999335,1221.061808,15.722024,0.088362,0.088362,0.088362
12.385906,7.990560,34.090477,1.218241,-0.014694,0.063211,0.473490,21.583751,95.018484,2.002276,273.079846,1221.048527,15.782718,0.088362,0.088362,0.088362
12.435906,8.050450,34.166128,1.222641,0.008843,0.139551,0.475712,21.646038,95.142175,2.009518,273.109567,1221.033957,15.825543,0.088362,0.088362,0.088362
12.485906,8.110689,34.213016,1.226048,0.002134,0.206380,0.474430,21.705209,95.219149,2.015094,273.095179,1221.060420,15.849074,0.088362,0.088362,0.088362
12.535906,8.174226,34.241192,1.228939,-0.010502,0.249197,0.426651,21.764765,95.265612,2.019824,273.081508,1221.051915,15.875526,0.088362,0.088362,0.088362
12.585906,8.242161,34.257983,1.231387,-0.010946,0.285554,0.397386,21.827001,95.293416,2.023819,273.055489,1221.044482,15.897602,0.088362,0.088362,0.088362
12.635906,8.316438,34.268021,1.233660,-0.020302,0.300138,0.340434,21.894373,95.310138,2.027541,273.044241,1221.043106,15.923087,0.088362,0.088362,0.088362
12.685906,8.396275,34.273858,1.235585,-0.012398,0.320440,0.309723,21.967033,95.319976,2.030673,273.011898,1221.039091,15.940252,0.088362,0.088362,0.088362
12.735906,8.480193,34.277207,1.236998,-0.013064,0.329662,0.274840,22.043507,95.325750,2.032944,272.944633,1221.037836,15.947172,0.088362,0.088362,0.088362
12.785906,8.569239,34.279039,1.238141,-0.011583,0.327511,0.239087,22.124758,95.329045,2.034784,272.891313,1221.036753,15.955723,0.088362,0.088362,0.088362
12.835906,8.664607,34.279942,1.239303,-0.013327,0.319224,0.202229,22.211879,95.330840,2.036674,272.852792,1221.036015,15.970665,0.088362,0.088362,0.088362
12.885906,8.767128,34.280266,1.240650,-0.014071,0.311396,0.166002,22.305648,95.331692,2.038889,272.820818,1221.035006,15.991727,0.088362,0.088362,0.088362
12.935906,8.878152,34.280231,1.242295,-0.012896,0.306677,0.129725,22.407716,95.331985,2.041608,272.811769,1221.034398,16.019160,0.088362,0.088362,0.088362
12.985906,8.998666,34.279961,1.244264,-0.010037,0.307467,0.094680,22.519318,95.331908,2.044871,272.823329,1221.033543,16.051525,0.088362,0.088362,0.088362
13.035906,9.129252,34.279940,1.246579,0.016060,0.313220,0.135297,22.640999,95.331152,2.048709,272.846659,1221.023814,16.088893,0.088362,0.088362,0.088362
13.085906,9.270622,34.281420,1.249217,-0.009265,0.323935,0.132965,22.773668,95.333311,2.053071,272.888329,1221.067411,16.129847,0.088362,0.088362,0.088362
13.135906,9.422772,34.282173,1.252135,-0.015763,0.337960,0.121246,22.917021,95.334511,2.057909,272.927975,1221.061805,16.173841,0.088362,0.088362,0.088362
13.185906,9.586373,34.282434,1.255315,-0.015489,0.354693,0.112263,23.071902,95.334849,2.063178,272.982603,1221.053535,16.220859,0.088362,0.088362,0.088362
13.235906,9.761726,34.282598,1.258728,-0.010323,0.374132,0.103961,23.238653,95.335011,2.068826,273.045595,1221.051532,16.270223,0.088362,0.088362,0.088362
13.285906,9.948135,34.282753,1.262225,-0.008334,0.395304,0.095804,23.416531,95.335160,2.074601,273.096099,1221.051232,16.317460,0.088362,0.088362,0.088362
13.335906,10.145048,34.282889,1.265687,-0.007841,0.415002,0.088305,23.604961,95.335275,2.080304,273.136516,1221.050428,16.361578,0.088362,0.088362,0.088362
13.385906,10.352232,34.283026,1.269060,-0.008302,0.431058,0.081522,23.803746,95.335389,2.085848,273.173955,1221.050017,16.403206,0.088362,0.088362,0.088362
13.435906,10.569234,34.283184,1.272333,-0.003639,0.442844,0.075436,24.012218,95.335531,2.091223,273.199720,1221.050115,16.443263,0.088362,0.088362,0.088362
13.485906,10.796385,34.283627,1.275530,0.015544,0.450855,0.126651,24.230961,95.335301,2.096460,273.234528,1221.042355,16.482522,0.088362,0.088362,0.088362
