timestamp,pos_x,pos_y,pos_z,roll,pitch,yaw,vel_x,vel_y,vel_z
11.126839,105.571983,199.441833,-0.024102,0.000000,0.000000,0.000000,0.000000,-0.000001,0.062191
11.176839,105.571983,199.441833,-0.020965,0.000000,0.000000,0.000000,0.000000,-0.000000,0.062128
11.226839,105.571983,199.441833,-0.018004,0.000000,0.000000,0.000000,-0.000000,0.000000,0.056802
11.276839,105.571983,199.441833,-0.015385,0.000000,0.000000,0.000000,0.000000,0.000001,0.049286
11.326839,105.571983,199.441833,-0.013160,0.000000,0.000000,0.000000,0.000000,-0.000001,0.041315
11.376839,105.571983,199.441833,-0.011323,0.000000,0.000000,0.000000,0.000000,0.000001,0.033794
11.426839,105.571983,199.441833,-0.009837,0.000000,0.000000,0.000000,-0.000000,-0.000001,0.027141
11.476839,105.571983,199.441833,-0.008653,0.000000,0.000000,0.000000,-0.000000,0.000000,0.021490
11.526839,105.571983,199.441833,-0.007723,0.000000,0.000000,0.000000,0.000000,0.000001,0.016822
11.576839,105.571983,199.441833,-0.006998,0.000000,0.000000,0.000000,0.000000,-0.000001,0.013045
11.676839,105.573067,199.441772,-0.006032,0.001993,0.006052,-0.004730,0.100568,-0.009273,0.007692
11.726839,105.590973,199.440231,-0.005980,0.029110,0.083875,-0.060059,0.472195,-0.038161,0.006249
11.776839,105.624870,199.437332,-0.006042,0.060899,0.176144,-0.191589,0.766801,-0.071104,0.005159
11.826839,105.671524,199.433609,-0.006096,0.079930,0.252000,-0.366486,0.978441,-0.090764,0.004029
11.876839,105.725243,199.429413,-0.006068,0.084446,0.289921,-0.543976,1.124723,-0.103736,0.002898
11.926839,105.786034,199.424698,-0.006021,0.084253,0.309790,-0.721313,1.245644,-0.109581,0.002086
11.976839,105.853905,199.419388,-0.005970,0.084904,0.319277,-0.916748,1.401890,-0.127884,0.001481
12.026839,105.926758,199.415985,-0.005904,0.035045,0.315015,-1.010773,1.494291,-0.065565,0.000446
12.076839,106.005875,199.412262,-0.005886,0.023599,0.311142,-1.094818,1.659008,-0.091976,0.000540
12.126839,106.094635,199.407806,-0.005920,0.026730,0.321251,-1.223206,1.862168,-0.104468,0.000138
12.176839,106.192223,199.402985,-0.005952,0.028494,0.332726,-1.365234,2.010941,-0.109693,0.000227
12.226839,106.298317,199.397842,-0.005977,0.027999,0.342875,-1.491241,2.193521,-0.115946,0.000211
12.276839,106.412292,199.392334,-0.005988,0.028408,0.348647,-1.620727,2.336469,-0.123476,0.000189
12.326839,106.534645,199.386383,-0.005998,0.027555,0.354002,-1.730438,2.503112,-0.130297,0.000170
12.376839,106.663582,199.380096,-0.005980,0.026762,0.350956,-1.840210,2.633636,-0.136991,0.000124
12.426839,106.799942,199.373428,-0.005967,0.024597,0.348756,-1.926697,2.792572,-0.143655,0.000078
12.476839,106.944946,199.366318,-0.005977,0.024499,0.352465,-2.024597,2.973407,-0.153900,0.000067
12.526839,107.099640,199.363007,-0.006006,-0.061188,0.361740,-1.935761,3.171322,-0.033902,0.000649
12.576839,107.264580,199.358536,-0.006007,-0.056152,0.376398,-1.881622,3.381106,-0.108532,0.000692
12.626839,107.440506,199.352158,-0.006073,-0.025818,0.395065,-1.901489,3.605589,-0.131275,-0.000269
12.676839,107.627777,199.345535,-0.006165,-0.015625,0.414627,-1.922882,3.831490,-0.134038,-0.000434
12.726839,107.826019,199.338669,-0.006244,-0.012146,0.431033,-1.932922,4.047473,-0.140634,-0.000346
12.776839,108.034760,199.331360,-0.006301,-0.008636,0.442617,-1.943787,4.255321,-0.149356,-0.000279
12.826839,108.253700,199.323685,-0.006338,-0.006287,0.449761,-1.953796,4.458407,-0.156516,-0.000211
12.876839,108.482582,199.319839,-0.006324,-0.084747,0.452131,-1.796692,4.656711,-0.046450,0.001215
12.926839,108.721367,199.314377,-0.006268,-0.068634,0.453928,-1.696014,4.855507,-0.119607,0.000743
12.976839,108.970146,199.307419,-0.006218,-0.037109,0.455157,-1.674103,5.055642,-0.137330,0.004865
13.026839,109.228943,199.300522,-0.006075,-0.028687,0.455744,-1.649475,5.256444,-0.134503,0.001972
13.076839,109.492645,199.293625,-0.005921,-0.024658,0.428396,-1.621857,5.249793,-0.134565,0.000632
13.126839,109.753601,199.286774,-0.005667,-0.020355,0.361037,-1.596558,5.225353,-0.133903,-0.000083
13.176839,110.013115,199.279953,-0.005428,-0.016571,0.291779,-1.575409,5.193205,-0.133722,-0.000394
13.226839,110.273354,199.275497,-0.005238,-0.063599,0.237390,-1.467682,5.233832,-0.064376,0.000273
13.276839,110.534073,199.270920,-0.005049,-0.061310,0.193650,-1.357849,5.213410,-0.090471,0.000302
13.326839,110.794899,199.265625,-0.004925,-0.040009,0.157053,-1.301178,5.231472,-0.101617,-0.000488
13.376839,111.066864,199.260086,-0.005078,-0.029510,0.189510,-1.265381,5.699758,-0.110759,-0.000706
13.426839,111.368988,199.254135,-0.005575,-0.026947,0.316292,-1.231903,6.154820,-0.116807,-0.000615
13.476839,111.683319,199.249893,-0.005854,-0.064148,0.388808,-1.129150,6.361777,-0.067335,0.000159
13.526839,112.008797,199.245346,-0.005981,-0.060455,0.429312,-1.031463,6.595669,-0.089303,0.000240
13.576839,112.344849,199.240097,-0.006065,-0.042145,0.450881,-0.981720,6.789461,-0.101954,-0.000335
13.626839,112.688171,199.234818,-0.006066,-0.033203,0.444604,-0.948517,6.899592,-0.101341,-0.000492
13.676839,113.032051,199.229691,-0.005920,-0.029297,0.398378,-0.918945,6.867735,-0.098954,-0.000398
13.726839,113.373260,199.226044,-0.005661,-0.055054,0.325657,-0.839294,6.814351,-0.056993,0.000176
13.776839,113.709320,199.222473,-0.005328,-0.051941,0.239828,-0.762939,6.681388,-0.068641,0.000269
